name,rate,votes,location,cuisines,approx_cost(for two people)
RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,3.7 /5,13,Koramangala 4th Block,Desserts,400
Cakes and Moulds,3.6 /5,19,Koramangala 1st Block,"Bakery, Desserts",300
Nandhana Mithai,,0,Koramangala 4th Block,"Mithai, Desserts",500
FrostBite,3.5 /5,15,Koramangala 5th Block,"Desserts, Fast Food",400
Creme & Cheese,3.8 /5,18,Koramangala 4th Block,Desserts,850
Sofiya Cakes,,0,Koramangala 5th Block,"Bakery, Desserts",300
Gowri Sweets,3.3 /5,4,Koramangala 8th Block,"Mithai, Street Food",300
Amrutha Sweets,3.5 /5,13,Ejipura,"Street Food, Mithai",200
Bombay Kulfi,,0,Koramangala 1st Block,"Desserts, Ice Cream",150
Cream N Desserts,3.7 /5,49,Koramangala 7th Block,"Desserts, Beverages",400
Cake Yard,2.9 /5,30,Koramangala 7th Block,Desserts,250
Sangam Sweets,3.8 /5,75,Koramangala 3rd Block,"Mithai, Street Food",200
Oye Mithai,,0,Koramangala 1st Block,Mithai,200
Calvin's,3.8 /5,433,Koramangala 5th Block,Desserts,800
Oregano Pizzeria,3.7 /5,52,Koramangala 4th Block,"Cafe, Italian, Pizza",450
Dipd N Chocolate,NEW,0,Koramangala 7th Block,"Cafe, Desserts",300
Gogula's Sweets & Chats,4.0 /5,208,BTM,"Mithai, Street Food, Fast Food",200
The Ganache Factory,4.1 /5,43,Domlur,"Desserts, Bakery",400
Sreeraj Lassi Bar,4.0 /5,87,BTM,Beverages,200
Call A Cake,3.6 /5,41,BTM,Bakery,500
New Surya Sweets & Snacks,3.5 /5,7,BTM,"Mithai, Fast Food",300
Mycakeshop,,0,BTM,"Bakery, Desserts",300
Jodhpur Sweets & Corner,3.7 /5,21,BTM,"Desserts, Street Food, Mithai",200
Food Theory,2.6 /5,56,HSR,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500
Special Malai Gola,,0,BTM,Ice Cream,200
Jigarthanda,3.6 /5,11,BTM,"Fast Food, Desserts, Rolls",200
Chillout,,0,BTM,"Burger, Cafe, Pizza, Beverages",200
Choice Bakery,,0,BTM,"Bakery, Fast Food",200
Spoorthi Ice Cream,,0,BTM,"Desserts, Ice Cream",150
Oven Fresh,,0,Domlur,"Bakery, Fast Food",600
Dribzz Bakes & Cafe,,0,BTM,"Fast Food, Chinese, Desserts",200
Rajeev Bakery & Juice,,0,Richmond Road,"Fast Food, Desserts, Bakery",150
Waffle In The Box,,0,HSR,Desserts,300
RP Sweets,3.4 /5,9,BTM,Mithai,300
KrumbKraft,3.5 /5,6,Domlur,"Bakery, European",300
New Bhangaru Sweets,,0,BTM,Mithai,300
Fudgy Love Designer Cakes,3.7 /5,20,Domlur,"Bakery, Desserts",600
Cafe Velvette,3.5 /5,11,Domlur,"Cafe, American, Italian, Continental",400
Arya S.L.Bakery,,0,Richmond Road,"Bakery, Juices, Fast Food",200
Kulfi Club,,0,BTM,"Desserts, Ice Cream",200
New Surya Sweets & Snacks,3.2 /5,5,BTM,"Mithai, Street Food",350
Chocolate Bomb,,0,BTM,Bakery,300
Cake Inc.,,0,Domlur,"Bakery, Desserts",450
The Chef's Cake & Bakes,,0,Richmond Road,Desserts,800
The Bier Library,4.3 /5,576,Koramangala 6th Block,"Continental, North Indian, Pizza, BBQ","2,000"
The Old Fashioned Bar,4.5 /5,578,Koramangala 6th Block,"Finger Food, North Indian, Continental","1,000"
Zee5 Loft,4.4 /5,364,Koramangala 6th Block,"Cafe, North Indian, Pizza, Sandwich, Salad",500
The Smoke Co.,4.4 /5,523,Koramangala 6th Block,"American, European","2,500"
China Pearl,4.4 /5,1856,Koramangala 6th Block,Chinese,"1,100"
Barleyz,3.8 /5,4655,Koramangala 6th Block,"North Indian, Continental, Chinese","2,000"
Oye Amritsar,4.0 /5,1879,Koramangala 6th Block,North Indian,600
Carrots,4.1 /5,602,Koramangala 6th Block,"Italian, North Indian, Healthy Food, Desserts","1,100"
Anupam's Coast II Coast,4.1 /5,845,Koramangala 6th Block,"Seafood, Mangalorean, North Indian, Chinese",700
Baba Chatkora,4.2 /5,823,Koramangala 6th Block,North Indian,"1,000"
Kargeens,4.1 /5,991,Koramangala 6th Block,"Cafe, Continental, Italian",600
Bhojohori Manna,4.1 /5,1962,Koramangala 6th Block,"Bengali, Mughlai",650
Gudguda Prime Cafe,4.2 /5,817,Koramangala 6th Block,"Cafe, Continental, Chinese, Italian",800
Bundar,4.1 /5,2450,Koramangala 6th Block,"Cafe, Burger, Fast Food, Desserts",700
The Local - Terrace Drinkery,4.0 /5,1408,Koramangala 6th Block,"Continental, American, Pizza, BBQ","1,000"
Dalma,3.9 /5,475,Koramangala 6th Block,Oriya,600
Patiala Highway,3.7 /5,32,Koramangala 6th Block,North Indian,700
Waffle Magic,4.1 /5,87,Koramangala 6th Block,"Cafe, Desserts",700
White Fog,NEW,0,Koramangala 6th Block,"Cafe, Italian, Fast Food",800
China Bowl,3.9 /5,457,Koramangala 6th Block,Chinese,"1,000"
Gorilla Barfare,4.2 /5,271,Koramangala 6th Block,"Continental, Pizza, Burger","1,400"
Go Italia,4.0 /5,783,Koramangala 6th Block,"Italian, Pizza, Fast Food, Salad",750
Hotel Tom's Restaurant,4.0 /5,72,Koramangala 6th Block,"Mangalorean, Seafood, Chinese, North Indian","1,000"
Chai Point,4.0 /5,293,Koramangala 6th Block,"Tea, Beverages, Fast Food",250
Embers - Nandhana Grand Hotel,3.8 /5,38,Koramangala 6th Block,"North Indian, South Indian, Thai, Chinese, Continental",900
Mayura Grand Pure Veg Restaurant,NEW,0,Koramangala 6th Block,"North Indian, South Indian, Chinese",600
Jimi's Beer Cafe,3.8 /5,674,Koramangala 6th Block,"American, North Indian, Chinese","1,700"
Chaat Street,3.9 /5,293,Koramangala 6th Block,"Street Food, North Indian",250
Grand Gowdru Hotel,3.4 /5,31,Koramangala 6th Block,"South Indian, North Indian, Chinese",700
Bansuri Sweets,3.7 /5,73,Koramangala 6th Block,"Mithai, North Indian, Street Food",250
Black Kitchen,3.7 /5,26,Koramangala 6th Block,"Kerala, South Indian",400
Cashmere Nites,3.5 /5,74,Koramangala 6th Block,Kashmiri,600
Ocean,3.8 /5,215,Koramangala 6th Block,"Mexican, Continental, Italian, Chinese",700
Imperial Restaurant,3.6 /5,242,Koramangala 6th Block,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800
Eshmeet Da Dhaba,3.1 /5,121,Koramangala 6th Block,"North Indian, Chinese",500
Mayura Grand,3.5 /5,20,Koramangala 6th Block,"South Indian, North Indian",400
Entropy Cafe,4.1 /5,507,Koramangala 6th Block,"Cafe, Chinese, Pizza, North Indian, Burger",600
Uday Sweets,3.5 /5,34,Koramangala 6th Block,"Mithai, Fast Food",250
Raj Darbar,3.7 /5,47,Koramangala 6th Block,"North Indian, Chinese, Bengali",800
The Local - Burger Bar,3.8 /5,152,Koramangala 6th Block,"American, Pizza, Burger","1,500"
Oil Pump,3.7 /5,68,Koramangala 6th Block,"Finger Food, Continental","1,000"
King Dine Family Restaurant,,0,Nagarbhavi,"Chinese, North Indian, South Indian",500
7 Star Biryani,3.2 /5,15,Koramangala 6th Block,Biryani,250
Samavar,3.4 /5,7,Koramangala 6th Block,"North Indian, South Indian, Chinese, Continental, Italian","1,000"
Tattva Cafe,2.8 /5,227,Koramangala 6th Block,Cafe,450
Banana Beach Bar,3.7 /5,1015,Koramangala 6th Block,"Continental, Chinese","1,300"
Primal,3.0 /5,25,Koramangala 6th Block,"Finger Food, Continental","2,300"
Happy Plate,3.6 /5,54,Koramangala 6th Block,"North Indian, Chinese, South Indian, Fast Food",400
Samrat Regency Bar And Restaurant,3.8 /5,29,Koramangala 6th Block,"North Indian, Chinese",800
Fetchpod Cafe,2.9 /5,12,Koramangala 6th Block,"Cafe, North Indian, Chinese, Continental",500
Ambur Biryani Mess,3.4 /5,18,Koramangala 6th Block,Biryani,250
Rice and Rolls,2.7 /5,61,Koramangala 6th Block,"Arabian, Biryani, North Indian, Chinese, Fast Food",500
Black Pepper Lounge - Case de Bengaluru,3.7 /5,81,Koramangala 6th Block,Finger Food,"1,200"
Gangothri Veg Restaurant,3.7 /5,93,Koramangala 6th Block,"North Indian, South Indian, Chinese",300
Kaaram,3.9 /5,327,Koramangala 6th Block,"Andhra, Biryani",500
Pizza Hut,3.9 /5,490,Koramangala 6th Block,"Pizza, Fast Food",750
Taco Bell,4.1 /5,1963,Koramangala 6th Block,"Mexican, American, Fast Food",600
Kota Kachori,4.3 /5,3621,Koramangala 6th Block,"Street Food, Desserts, North Indian, Mithai, Rajasthani",400
Eat Street,4.2 /5,1534,Koramangala 6th Block,"North Indian, Chinese, Italian, Street Food, Desserts",600
Mooch Marod,4.2 /5,94,Koramangala 6th Block,North Indian,400
Podi Idly,4.3 /5,656,Koramangala 6th Block,South Indian,250
Khatta Meetha Teekha,4.3 /5,193,Koramangala 6th Block,"Street Food, North Indian, Mithai, Chinese, Beverages",300
Fiero! Pizzeria,4.0 /5,63,Koramangala 6th Block,"Italian, Fast Food, Pizza",400
Polar Bear,4.2 /5,195,Koramangala 6th Block,"Desserts, Ice Cream, Beverages, Sandwich",400
Madurai Idly Shop,3.7 /5,468,Koramangala 6th Block,South Indian,200
White Elefan Coffee and Snack Bar,3.9 /5,44,Koramangala 6th Block,"Coffee, Fast Food, Chinese, Beverages",550
Khiche Chale Aao,NEW,0,Koramangala 6th Block,"North Indian, Fast Food",300
KFC,3.8 /5,480,Koramangala 6th Block,"Burger, Fast Food",450
Domino's Pizza,4.0 /5,567,Koramangala 6th Block,"Pizza, Fast Food",400
Delite Chaat House,3.9 /5,503,Koramangala 6th Block,"Street Food, Gujarati",300
Rolls Mania,3.7 /5,32,Koramangala 6th Block,"Fast Food, Rolls",450
Sri Krishna Sagar,3.9 /5,44,Koramangala 6th Block,South Indian,300
Indore Eat Restaurant,4.0 /5,72,Koramangala 6th Block,"Street Food, South Indian",
Falahaar,3.9 /5,154,Koramangala 6th Block,"North Indian, Street Food",200
Agraharaa,NEW,0,Koramangala 6th Block,South Indian,150
PORKEATS,3.4 /5,6,Koramangala 6th Block,"Goan, Mangalorean",400
Rolls & Co,3.9 /5,213,Koramangala 6th Block,"Burger, Beverages, Rolls",400
Biggies Burger 'n' More,3.8 /5,108,Koramangala 6th Block,"Cafe, Burger, Fast Food",400
Jai Jinendra,4.0 /5,99,Koramangala 6th Block,"Street Food, Beverages",200
Mitran Da Junction,4.1 /5,322,Koramangala 6th Block,North Indian,600
Five Star Chicken,2.7 /5,45,Koramangala 6th Block,"Fast Food, Burger",300
Shanthi Sagar,3.4 /5,9,Koramangala 6th Block,South Indian,250
Chill-Um Cafe,4.1 /5,152,Koramangala 6th Block,"Cafe, Chinese, Continental",600
Cochin Connection,3.6 /5,41,Koramangala 6th Block,"Kerala, South Indian",500
Hungry Paunch,4.0 /5,203,Koramangala 6th Block,"Bengali, Bihari",350
Paratha Singh Pakora King,3.7 /5,36,Koramangala 6th Block,"Rajasthani, North Indian, Street Food",300
Bawarchi Biryani,3.4 /5,65,Koramangala 6th Block,"Biryani, South Indian",350
The Green Room,,0,Koramangala 6th Block,Continental,400
TOKI Taco House,3.6 /5,72,Koramangala 6th Block,Mexican,200
Southern Stop,,0,Koramangala 6th Block,South Indian,
One Stop MARATHA,3.1 /5,39,Koramangala 6th Block,Maharashtrian,250
Marahaba,3.0 /5,7,Koramangala 6th Block,"Arabian, Mediterranean",400
Dosalicious,3.3 /5,7,Koramangala 6th Block,South Indian,150
Tasty Kitchens,NEW,0,Koramangala 6th Block,Pizza,500
NGV Fast Food,3.5 /5,8,Koramangala 6th Block,"North Indian, Fast Food",250
Mysore Carnival Restaurant,3.8 /5,14,Koramangala 6th Block,"Chinese, Kerala, North Indian, South Indian",350
The Breakfast Truck,3.8 /5,65,Koramangala 6th Block,Continental,550
The Fresh Factor,3.1 /5,14,Koramangala 6th Block,"Juices, Sandwich",200
Shahi Dasterkhwan,2.9 /5,11,Koramangala 6th Block,"North Indian, Kebab, Mughlai",400
DeliToons,4.0 /5,126,Koramangala 6th Block,"Sandwich, Pizza, Salad",300
Ande Ka Funda,3.1 /5,41,Koramangala 6th Block,"North Indian, Chinese, Rolls",250
Mr. Meow's Hotdogs,3.5 /5,7,Koramangala 6th Block,Fast Food,300
Kevins Kitchen,3.7 /5,103,Koramangala 6th Block,"North Indian, Chinese, Biryani",400
Hotel Marina,2.8 /5,26,Koramangala 6th Block,"North Indian, Chinese, South Indian",400
Chun Li,,0,Koramangala 6th Block,Chinese,300
Shanghai Times,2.8 /5,13,Koramangala 6th Block,"Chinese, Momos",500
The Black Pearl,4.7 /5,10541,Koramangala 5th Block,"North Indian, European, Mediterranean","1,400"
Truffles,4.7 /5,14723,Koramangala 5th Block,"Cafe, American, Burger, Steak",900
Koramangala Social,4.6 /5,4707,Koramangala 7th Block,"American, North Indian, Chinese, Finger Food","1,500"
XOOX Brewmill,4.4 /5,1577,Koramangala 5th Block,"Modern Indian, European, Asian","2,000"
Gilly's Restobar,4.5 /5,3919,Koramangala 5th Block,"Finger Food, Continental, North Indian","1,000"
Bombay Adda,4.4 /5,2372,Koramangala 7th Block,Modern Indian,"1,100"
Buff Buffet Buff,4.5 /5,3170,Koramangala 5th Block,"North Indian, Chinese, Continental, Thai, Salad","1,500"
Biergarten,4.8 /5,498,Koramangala 5th Block,"Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian","2,100"
Boho,4.2 /5,1760,Koramangala 5th Block,"Continental, Asian, American, North Indian, Desserts","1,200"
The Hole in the Wall Cafe,4.6 /5,7129,Koramangala 4th Block,"Cafe, American, Burger",600
Sultans of Spice,4.5 /5,3471,Koramangala 5th Block,"North Indian, Mughlai, Salad","1,300"
The Reservoire,4.6 /5,2592,Koramangala 5th Block,"Continental, North Indian, Chinese, American","1,300"
Indigo XP,4.2 /5,2374,Koramangala 5th Block,"Finger Food, Continental, Asian, North Indian","1,400"
Dyu Art Cafe,4.5 /5,3849,Koramangala 5th Block,"Cafe, Italian, Fast Food",800
Prost Brew Pub,4.5 /5,7862,Koramangala 4th Block,"American, Continental, North Indian, Salad","1,800"
Brooks and Bonds Brewery,4.5 /5,3991,Koramangala 5th Block,"Continental, Mediterranean, North Indian, Chinese, Finger Food","1,600"
The Fixx,4.3 /5,223,Koramangala 4th Block,"Continental, South Indian, Italian, North Indian, Chinese","1,200"
Fenny's Lounge And Kitchen,4.5 /5,6383,Koramangala 7th Block,"Mediterranean, Pizza, Continental, Seafood, Salad","1,600"
Sharief Bhai,4.4 /5,1574,Koramangala 5th Block,"Mughlai, Biryani",700
Ulavacharu,4.2 /5,151,Koramangala 5th Block,"Andhra, North Indian, Chinese",900
Asia Kitchen By Mainland China,4.9 /5,2249,Koramangala 5th Block,"Asian, Chinese, Thai, Momos","1,500"
ECHOES Koramangala,4.7 /5,3217,Koramangala 5th Block,"Chinese, American, Continental, Italian, North Indian",750
Bonsouth,4.2 /5,2619,Koramangala 5th Block,"Chettinad, Andhra, Kerala","1,300"
Chianti,4.7 /5,4870,Koramangala 5th Block,Italian,"1,500"
House Of Commons,4.7 /5,4449,Koramangala 5th Block,"Continental, Asian, North Indian","1,000"
Foxtrot - House of Subculture,4.4 /5,375,Koramangala 3rd Block,"Cafe, American, Asian, North Indian","1,000"
Onesta,4.4 /5,9084,Koramangala 4th Block,"Pizza, Cafe, Italian",600
Om Made Cafe,4.1 /5,2737,Koramangala 5th Block,"Cafe, Continental, European, Juices","1,300"
Punjab Bistro,4.4 /5,459,Koramangala 7th Block,North Indian,"1,500"
Drava,4.4 /5,115,Koramangala 5th Block,"Pizza, Continental, North Indian, Asian","1,500"
The Terrace at Gilly's Redefined,4.5 /5,905,Koramangala 4th Block,"Continental, Finger Food, Asian, North Indian","1,400"
The Boozy Griffin,4.6 /5,5015,Koramangala 5th Block,"European, Continental","1,800"
Gramin,4.3 /5,3463,Koramangala 7th Block,North Indian,600
Roots,4.6 /5,1892,Koramangala 1st Block,"North Indian, South Indian, Chinese, Continental, Mangalorean","1,200"
Barbeque Nation,4.7 /5,3632,Koramangala 1st Block,"North Indian, European, Mediterranean, BBQ, Kebab","1,600"
Simon Says Brew Works,4.5 /5,2011,Koramangala 5th Block,"Continental, American, Italian, Modern Indian, Pizza, Burger","1,400"
Meghana Foods,4.4 /5,7238,Koramangala 5th Block,"Biryani, Seafood, Andhra, North Indian",600
Tim Tai,4.4 /5,3677,Koramangala 5th Block,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese","1,400"
Nasi And Mee,4.4 /5,2401,Koramangala 4th Block,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos","1,000"
Myu Bar at Gilly's Redefined,4.4 /5,1244,Koramangala 4th Block,"American, North Indian, Pizza, Finger Food, Continental, Italian","1,200"
Third Wave Coffee Roasters,4.4 /5,1227,Koramangala 4th Block,"Cafe, Continental, Desserts",800
Toscano,4.5 /5,724,Koramangala 7th Block,"Italian, Salad","1,500"
By The Blue - Grand Mercure,4.1 /5,785,Koramangala 3rd Block,"North Indian, Mughlai","1,500"
Sotally Tober,4.4 /5,4090,Koramangala 4th Block,"Asian, Burger, Pizza, Chinese, Finger Food","1,200"
Blue Tokai Coffee Roasters,4.0 /5,78,Koramangala 8th Block,"Cafe, Coffee",400
Kobe Sizzlers,4.1 /5,1798,Koramangala 5th Block,"American, Continental, Fast Food, Steak","1,000"
Happy Brew,4.0 /5,2161,Koramangala 5th Block,"Continental, American, Chinese, BBQ, Salad","1,000"
1522 - The Pub,4.2 /5,1745,Koramangala 4th Block,"Chinese, Continental, North Indian","1,400"
Sixth Avenue Cafe And Patisserie,4.4 /5,177,Koramangala 5th Block,"Cafe, Italian, Desserts",600
Big Wong XL,4.5 /5,688,Koramangala 5th Block,"Chinese, Sushi, Asian, Thai","1,400"
Nagarjuna,4.3 /5,2307,Koramangala 5th Block,"Andhra, North Indian, Biryani",800
Crawl Street,4.3 /5,2577,Koramangala 5th Block,"Continental, Finger Food, North Indian, Chinese","1,200"
Bistro Claytopia,4.1 /5,1855,Koramangala 1st Block,"Cafe, American, Italian, Burger",600
Pasta Street,4.5 /5,267,Koramangala 4th Block,"Italian, Pizza, Salad","1,300"
B-hive,4.3 /5,1561,Koramangala 1st Block,"Finger Food, North Indian","1,200"
A Hole Lotta Love Cafe,4.4 /5,2873,Koramangala 5th Block,"Cafe, American, Burger, Sandwich, Beverages",600
Bob's Bar,NEW,0,Koramangala 7th Block,"South Indian, Finger Food","1,000"
The Beer Cafe,4.2 /5,1179,Koramangala 4th Block,"Finger Food, Chinese, Italian, Burger","1,300"
Salt - Indian Restaurant Bar & Grill,4.4 /5,684,Koramangala 7th Block,"North Indian, Mughlai, Biryani","1,500"
Harry's Bar + Cafe,4.2 /5,1370,Koramangala 7th Block,"Asian, American, Mexican","1,400"
Kopper Kadai,4.1 /5,1697,Koramangala 5th Block,"North Indian, Chinese","1,200"
Kritunga Restaurant,3.8 /5,1162,Koramangala 5th Block,"Andhra, Biryani, North Indian, Chinese",650
Cheers Pub Bar & Restro,NEW,0,Koramangala 4th Block,"Continental, Finger Food, Pizza, North Indian, Bar Food","1,100"
Bathinda Junction,4.1 /5,1250,Koramangala 5th Block,North Indian,600
Wok Paper Scissors,4.3 /5,1593,Koramangala 5th Block,"Asian, Malaysian, Chinese, Thai, Momos",550
Cafe Thulp,4.1 /5,3006,Koramangala 1st Block,"Cafe, Burger, Italian, Salad","1,000"
Hunan,4.3 /5,2254,Koramangala 5th Block,"Chinese, Thai, Momos","1,100"
Beer Adda,4.3 /5,551,Koramangala 5th Block,"North Indian, Chinese, Pizza","1,000"
Hungry Hippie,4.3 /5,1474,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",800
Karavali Grand,3.7 /5,27,Koramangala 5th Block,"Mangalorean, Seafood, North Indian, Chinese",600
Mimansa @ Foxtrot,4.4 /5,192,Koramangala 3rd Block,Cafe,"1,000"
Anjappar,3.9 /5,1161,Koramangala 4th Block,"Chettinad, South Indian",650
Dice N Dine,4.3 /5,1810,Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",900
Dialogues,4.1 /5,315,Koramangala 4th Block,"Cafe, Continental",600
Empire Restaurant,4.1 /5,6959,Koramangala 5th Block,"North Indian, Mughlai, South Indian, Chinese",750
Royal Treat,4.1 /5,440,Koramangala 5th Block,"North Indian, Chinese, Biryani",500
Fava Bistro,4.4 /5,387,Koramangala 5th Block,"Mediterranean, Pizza, Italian, Beverages","1,500"
Via Milano,4.2 /5,1627,Koramangala 4th Block,"Salad, Italian, Desserts, Pizza","1,500"
Chinita Real Mexican Food,4.5 /5,739,Koramangala 5th Block,Mexican,"1,200"
Nuts Over Salads Cafe,4.4 /5,211,Koramangala 5th Block,"Cafe, Salad",800
YORK St.,4.4 /5,950,Koramangala 5th Block,"Cafe, European, Continental",900
Roundup Cafe,4.2 /5,515,Koramangala 5th Block,"Cafe, Continental, Beverages",800
Lot Like Crepes,4.6 /5,1026,Koramangala 7th Block,"Cafe, Desserts, Continental",550
Enerjuvate Studio & Cafe,4.4 /5,469,Koramangala 4th Block,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800
Magnolia,4.1 /5,676,Koramangala 3rd Block,"Chinese, Thai, Asian",900
The Flying Trapeze,NEW,0,Koramangala 5th Block,"North Indian, Continental, Chinese","1,500"
Noodle Panda,4.3 /5,342,Koramangala 5th Block,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",800
Market Table,4.5 /5,553,Koramangala 5th Block,"Cafe, Continental, Mediterranean, Beverages",900
Banjara Melting Pot,4.2 /5,767,Koramangala 4th Block,"North Indian, Chinese, Seafood","1,700"
Bamey's Restro Cafe,4.2 /5,533,Koramangala 5th Block,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",600
Pot-O-Noodles,4.3 /5,170,Koramangala 4th Block,"Chinese, Asian, Japanese",800
Karama Restaurant,4.1 /5,1574,Koramangala 5th Block,"Arabian, North Indian, Beverages",750
Cafe Graffiters,3.8 /5,23,Koramangala 5th Block,"Cafe, Continental, Beverages",600
Stoked!,4.3 /5,295,Koramangala 4th Block,"Cafe, Italian, Pizza",850
Oldtown Dilli,4.1 /5,259,Koramangala 4th Block,"Mughlai, North Indian, Turkish, Afghan",750
Mayur,3.7 /5,21,Hosur Road,"Andhra, North Indian, Chinese, Seafood",700
Nandhana Palace,4.1 /5,819,Koramangala 4th Block,"Andhra, Biryani, North Indian, Chinese",800
What's In A Name,4.1 /5,1795,Koramangala 5th Block,"Finger Food, Asian, European, Italian","1,200"
Hanoi - Vietnamese Cuisine,4.4 /5,1811,Koramangala 4th Block,Vietnamese,"1,000"
Sathya's,4.1 /5,759,Koramangala 3rd Block,"North Indian, Chinese","1,200"
154 Breakfast Club,4.0 /5,1519,Koramangala 3rd Block,"Cafe, Continental",900
Mr. Beans - Home Cafe,4.2 /5,2714,Koramangala 3rd Block,"Cafe, Continental, Italian","1,000"
Tunday Kababi,3.9 /5,1143,Koramangala 5th Block,"North Indian, Kebab",500
Rajdhani Thali Restaurant,4.0 /5,797,Koramangala 7th Block,North Indian,900
Hyderabad Biryaani House,4.1 /5,1118,Koramangala 5th Block,"Biryani, North Indian, Chinese, Hyderabadi",750
Tibetan Mother's Kitchen,4.0 /5,960,Koramangala 7th Block,"Tibetan, Chinese, Momos",500
Chung Wah,4.0 /5,314,Koramangala 5th Block,"Chinese, Thai, Momos, Vietnamese",800
Qube Cafe,4.2 /5,170,Koramangala 4th Block,"Cafe, Desserts",700
Koshe Kosha,4.0 /5,578,Koramangala 1st Block,"Bengali, Seafood",600
Naati Manae,3.9 /5,485,Koramangala 5th Block,"North Indian, South Indian, Chinese, Biryani",700
The Himalayan,4.4 /5,329,Koramangala 5th Block,Korean,"1,200"
Eagles Pizza,3.8 /5,19,Koramangala 7th Block,"Pizza, Italian",400
Krazy Factory,4.0 /5,431,Koramangala 5th Block,"Cafe, Continental, Chinese",
